title
"title: Underworld;actors: Kate Beckinsale, Scott Speedman, Michael Sheen, Shane Brolly, Bill Nighy, Erwin Leder, Sophia Myles, Robbie Gee, Wentworth Miller, Kevin Grevioux;release_year: 2003;rating: R;description: A vampire warrior begins to question her mission in the ancient war between the undead and werewolves when she falls for a human under her protection.;"
"title: Underworld: Awakening;actors: Kate Beckinsale, Stephen Rea, Michael Ealy, Theo James, India Eisley, Sandrine Holt, Charles Dance, Kris Holden-Ried, Jacob Blair, Adam Greydon Reid;release_year: 2012;rating: R;description: As the war between vampires and Lycans rages on, Selene awakens from a prolonged, forced cryogenic sleep to face a harrowing new enemy: humans.;"
"title: Underworld: Rise of the Lycans;actors: Michael Sheen, Bill Nighy, Rhona Mitra, Steven Mackintosh, Kevin Grevioux, David Aston, Geraldine Brophy, Leighton Cardno, Alex Carroll, Elizabeth Hawthorne, Jason Hood;release_year: 2009;rating: R;description: Set in the year 1402, this prequel follows Lucian, the first werewolf to take human form, and chronicles the feud between the vampires and the Lycans.;"
"title: Voiceless;actors: Uzee Usman, Yakubu Mohammed, Asabe Madaki, Sani Mu’azu, Rekiya Ibrahim Atta, Adam Garba, Abba Ali Zaky, Habiba Zock-Sock, Abdul’ Usman Zada, Nadia Dutch, Abubakar Maina, Healing Marcus Udor, Jamila Ibrahim;release_year: 2020;rating: TV-MA;description: A bright and promising young girl gets abducted and taken to a terrorist camp, where she unexpectedly crosses paths with her soulmate.;"
"title: What Dreams May Come;actors: Robin Williams, Cuba Gooding Jr., Annabella Sciorra, Max von Sydow, Jessica Brooks Grant, Josh Paddock, Rosalind Chao, Lucinda Jenney, Maggie McCarthy, Wilma Bonet, Matt Salinger, Carin Sprague, June Carryl, Paul P. Card IV, Werner Herzog;release_year: 1998;rating: PG-13;description: A physician finds himself in heaven after an accident, inhabiting the landscape of his wife's paintings while seeking to rescue her from the underworld.;"
"title: Why Do Fools Fall in Love;actors: Halle Berry, Vivica A. Fox, Larenz Tate, Lela Rochon, Little Richard, Paul Mazursky, Pamela Reed, Alexis Cruz;release_year: 1998;rating: R;description: In this rock 'n' roll comedy-drama, three women go to court over royalties from the one-hit-wonder singer they all loved — and whom they all married.;"
"title: Working Title;actors: Hannah Murray, Sosie Bacon, Marianne Rendón, Merritt Wever, Matt Smith, Suki Waterhouse, Chace Crawford, Annabeth Gish, Kayli Carter;release_year: 2019;rating: R;description: In the '70s, a graduate student works with three incarcerated women from the Manson Family as they look back at their lives. Based on a true story.;"
"title: Young Royals;actors: Edvin Ryding, Omar Rudberg, Malte Gårdinger, Frida Argento, Nikita Uggla, Pernilla August;release_year: 2021;rating: TV-MA;description: Prince Wilhelm adjusts to life at his prestigious new boarding school, Hillerska, but following his heart proves more challenging than anticipated.;"
"title: America: The Motion Picture;actors: Channing Tatum, Jason Mantzoukas, Olivia Munn, Andy Samberg, Bobby Moynihan, Judy Greer, Will Forte, Raoul Trujillo, Killer Mike, Simon Pegg;release_year: 2021;rating: TV-MA;description: A chainsaw-wielding George Washington teams with beer-loving bro Sam Adams to take down the Brits in a tongue-in-cheek riff on the American Revolution.;"
"title: Deranged;actors: Nadia Buari, Ramsey Nouah, Zynnell Zuh, Priscilla Opoku Agyeman, Jason E.L Agha, Lisbeth Lopez Acquah, Henry Prempeh, Pascaline Edwards, Prince Mingle, Kelvin Boateng;release_year: 2020;rating: TV-14;description: A substitute teacher and an obsessive student begin an illicit affair that endangers everyone involved and blurs the line between predator and prey.;"
title: Droppin' Cash: Los Angeles;actors: empty;release_year: 2019;rating: TV-MA;description: This Complex series follows the paper trail of musicians and athletes in Los Angeles as they blow through stacks on the finer things in life.;
"title: Legend of Exorcism;actors: Bian Jiang, Chen Jinwen, Ling Fei;release_year: 2020;rating: TV-14;description: After leaving Yaojin Palace, Kong Hongjun arrives in Chang'an to battle demons and forms a bond with exorcism squad chief Li Jinglong.;"
"title: Lying and Stealing;actors: Theo James, Emily Ratajkowski, Fred Melamed, Ebon Moss-Bachrach, Isiah Whitlock Jr., Evan Handler, Paul Jurewicz, John Gatins, Fernanda Andrade, Bob Stephenson;release_year: 2019;rating: R;description: A talented thief teams up with an aspiring actress to steal art from LA's high rollers. For their last heist, they're going for the ultimate: freedom.;"
"title: Mommy Issues;actors: Pokwang, Sue Ramirez, Jerome Ponce, Ryan Bang, Gloria Diaz;release_year: 2021;rating: TV-MA;description: Close quarters and new romances add trouble to the rocky relationship between a high-strung young woman and her demanding mother.;"
"title: Prime Time;actors: Bartosz Bielenia, Magdalena Popławska, Andrzej Kłak, Małgorzata Hajewska, Dobromir Dymecki, Monika Frajczyk, Cezary Kosiński, Adam Nawojczyk, Juliusz Chrząstowski;release_year: 2021;rating: TV-MA;description: On New Year’s Eve 1999, an armed man enters a TV studio during a broadcast, takes the host hostage and makes one demand: to give a message live on air.;"
"title: Somos.;actors: Mercedes Hernández, Jesús Sida, Jero Medina, Armando Silva, Jimena Pagaza, Antonio López Torres, Everardo Arzate, Arelí González, Jesús Herrera, Ulises Soto, Iliana Donatlán, Fernando Larrañaga, Mario Alberto Quiñones, Alejandro Ruiz, Natalia Martínez, Josué Guerra, Salvador Montenegro, Caraly Sánchez, Clementina Guadarrama;release_year: 2021;rating: TV-MA;description: The lives of the people of Allende, a Mexican border town, are overtaken by a powerful cartel's operations, leading to tragedy. Inspired by true events.;"
title: Sophie: A Murder in West Cork;actors: empty;release_year: 2021;rating: TV-MA;description: A shocking murder in rural Ireland sets off an increasingly convoluted quest for justice that spans decades and cuts across national borders.;
"title: The Daily Life of the Immortal King;actors: Sun Lulu, Qian Chen, Gu Jiangshan;release_year: 2020;rating: TV-14;description: Having vanquished a powerful demon at age six, precocious wizard Wang Ling must now navigate high school life as an ordinary teen.;"
"title: StarBeam;actors: Nahanni Mitchell, Dean Petriw, Terry Klassen, Sam Vincent, Rhona Rees, Diana Kaarina;release_year: 2021;rating: TV-Y;description: When colorful villains come out to play, 8-year-old Zoey has the power to transform into StarBeam, a kid-sized superhero. She saves the day, every day!;"
"title: A Way Back Home;actors: Alexx Ekubo, Ik Ogbonna, Bimbo Manuel, Haillie Sumney, Clem Ohameze, John Fashanu, Damilola Ogunsi, Amb. Rachel Bakam, Alexandra Ayo, Mariah Ug;release_year: 2020;rating: TV-14;description: After receiving a terminal diagnosis, a man fakes an accident to spare his family’s grief and must deal with the fallout of his deception.;"
"title: Killing Them Softly;actors: Brad Pitt, Scoot McNairy, Ben Mendelsohn, Richard Jenkins, James Gandolfini, Ray Liotta, Vincent Curatola, Slaine, Max Casella, Trevor Long, Sam Shepard;release_year: 2012;rating: R;description: When a couple of low-level crooks rob a Mob-protected poker game, a slick enforcer is hired to track down the offenders and take care of business.;"
"title: The Seven Deadly Sins;actors: Yuki Kaji, Sora Amamiya, Misaki Kuno, Aoi Yuki, Tatsuhisa Suzuki, Jun Fukuyama, Mamoru Miyano, Maaya Sakamoto;release_year: 2021;rating: TV-14;description: When a kingdom is taken over by tyrants, the deposed princess begins a quest to find a disbanded group of evil knights to help take back her realm.;"
"title: Wanted;actors: Daad Rizk, Georges Diab, Sihame Haddad, Georges Boukhalil, Aida Sabra, Pierre Rabbat, Myriam Klink, Dory El Samarany, Josyane Boulos;release_year: 2019;rating: TV-14;description: Four seniors embark on misadventures after breaking out of their nursing home to save a loved one’s grave from demolition by estate developers.;"
"title: Into the Wind;actors: Vladimír Polívka, Jenovéfa Boková, Matyáš Řezníček;release_year: 2018;rating: TV-MA;description: Two siblings set sail as a crew on a yacht on the Aegean Sea. Circumstances soon change when a young documentary filmmaker comes aboard.;"
title: Wonder Boy;actors: Olivier Rousteing;release_year: 2019;rating: TV-14;description: This revealing documentary follows Balmain creative director Olivier Rousteing as he brings his bold designs to life and goes in search of his origins.;
"title: Here Comes the Rain;actors: Hassan Mrad, Julia Kassar, Carmen Lebbos, Diamand Bou Abboud, Elie Mitri, Bernadette Hodeib, Aida Sabra, Gabriel Yammine, Ali Matar, Raïa Haidar;release_year: 2010;rating: TV-MA;description: Abducted during the Lebanese Civil War and now in his 50s, Ramez is finally a free man. But he returns to society deeply traumatized by the past.;"
"title: The Ice Road;actors: Liam Neeson, Benjamin Walker, Amber Midthunder, Marcus Thomas, Laurence Fishburne, Holt McCallany, Martin Sensmeier, Matt McCoy, Matt Salinger;release_year: 2021;rating: PG-13;description: To save a team of miners trapped underground, a down-on-his-luck ice road trucker joins a mission across treacherous terrain to deliver rescue equipment.;"
"title: Ray;actors: Manoj Bajpayee, Gajraj Rao, Kay Kay Menon, Ali Fazal, Harshvardhan Kapoor, Radhika Madan, Shweta Basu Prasad, Chandan Roy Sanyal, Akansha Ranjan Kapoor, Rajesh Sharma, Bidita Bag, Kharaj Mukherjee, Dibyendu Bhattacharya, Shruthy Menon, Anindita Bose, Neeraj Purohit, Loveleen Mishra, Raghuvir Yadav, Manoj Pahwa;release_year: 2021;rating: TV-MA;description: From a satire to a psychological thriller, four short stories from celebrated auteur and writer Satyajit Ray are adapted for the screen in this series.;"
"title: Sex/Life;actors: Sarah Shahi, Mike Vogel, Adam Demos, Margaret Odette;release_year: 2021;rating: TV-MA;description: A woman's daring sexual past collides with her married-with-kids present when the bad-boy ex she can't stop fantasizing about crashes back into her life.;"
"title: Godzilla Singular Point;actors: Yume Miyamoto, Shoya Ishige, Misaki Kuno, Rie Kugimiya, Taro Kiuchi, Wataru Takagi, Ayako Takeuchi, Yohei Azakami, Jin Urayama, Kotori Koiwai, Kenichi Suzumura, Natsuho Koda, Hiromichi Tezuka, Ryotaro Okiayu, Runa Onodera, Kenta Miyake, Masako Isobe, Tomoyuki Shimura;release_year: 2021;rating: TV-14;description: Brought together by a mysterious song, a grad student and an engineer lead the fight against an unimaginable force that may spell doom for the world.;"
"title: Jiva!;actors: Noxolo Dlamini, Candice Modiselle, Sne Mbatha, Stella Dlangalala, Zazi Kunene, Ntuthuzelo Grootboom, Given Stuurman, Tony Kgoroge, Anga Makubalo, Sibulele Gcilitshana, Zamani Mbatha, Kagiso Modupe;release_year: 2021;rating: TV-MA;description: A talented street dancer from Umlazi, Durban must confront her fears and deal with family objections to pursue her dancing dreams.;"
title: Sisters on Track;actors: empty;release_year: 2021;rating: PG;description: Three track star sisters face obstacles in life and in competition as they pursue Junior Olympic dreams in this extraordinary coming of age journey.;
"title: The Naked Director;actors: Takayuki Yamada, Shinnosuke Mitsushima, Tetsuji Tamayama, Misato Morita, Tokio Emoto, Sairi Ito, Ami Tomite, Takenori Goto, Koyuki, Lily Franky, Jun Kunimura, Ryo Ishibashi, Kotaro Yoshida, Itsuji Itao, Kimiko Yo;release_year: 2021;rating: TV-MA;description: In 1980s Japan, one determined man turned every crushing setback into opportunity. His name was Toru Muranishi, and he revolutionized his industry.;"
"title: The Seventh Day;actors: Guy Pearce, Vadhir Derbez, Stephen Lang, Brady Jenness, Chris Galust, Robin Bartlett, Heath Freeman, Keith David;release_year: 2021;rating: R;description: An inexperienced priest teams up with a hardened exorcist to stop the demonic possession of a young boy. But darkness lies where they least expect it.;"
"title: Good on Paper;actors: Iliza Shlesinger, Ryan Hansen, Margaret Cho, Rebecca Rittenhouse, Matt McGorry, Tyler Cameron, Taylor Hill, Kimia Behpoornia, Rebecca Delgado Smith, Beth Dover;release_year: 2021;rating: TV-MA;description: After years of putting her career first, a stand-up comic meets a guy who seems perfect: smart, nice, successful... and possibly too good to be true.;"
"title: Murder by the Coast;actors: empty;release_year: 2021;rating: TV-14;description: In 1999, teen Rocío Wanninkhof is murdered. Her mother's ex-partner, Dolores Vázquez, is suspected. Did she do it? A second victim reveals the truth.;"
"title: The House of Flowers: The Movie;actors: Cecilia Suárez, Aislinn Derbez, Darío Yazbek, Juan Pablo Medina, Paco León, Angélica María, Norma Angélica, Luis De La Rosa, Isabel Burr, Tiago Correa, Tessa Ia, Christian Chávez, Javier Jattin, Paco Rueda, Emilio Cuaik, Andrea Chaparro, David Ostrosky, Ximena Sariñana;release_year: 2021;rating: TV-MA;description: The De La Mora siblings concoct a mischievous plan to break into their old family home to retrieve a hidden treasure of significant importance.;"
"title: The Parisian Agency: Exclusive Properties;actors: Olivier Kretz, Sandrine Kretz, Valentin Kretz, Martin Kretz, Louis Kretz;release_year: 2021;rating: TV-G;description: This reality series follows the Kretz family and their luxury property business as they help clients buy and sell fabulous homes in France and abroad.;"
"title: Too Hot to Handle;actors: Desiree Burch;release_year: 2021;rating: TV-MA;description: On the shores of paradise, gorgeous singles meet and mingle. But there’s a twist. To win a $100,000 grand prize, they’ll have to give up sex.;"
"title: Broken;actors: Syndy Emade, John Dumelo, Nchifor Valery, Alenne Menget, Ojong Felix, Nabila Rodriguez, T. Pana Wynchester, Eyebe Beniamin, Kougoin Kenneth Yuh, Otia Vitalis;release_year: 2019;rating: TV-14;description: After running away from her marriage, a woman enters a dangerous agreement with an unfamiliar man to save her father's company and her reputation.;"
"title: O Vendedor de Sonhos;actors: César Troncoso, Dan Stulbach, Thiago Mendonça, Leonardo Medeiros;release_year: 2016;rating: TV-14;description: A disillusioned psychologist tries to commit suicide until he strikes up a friendship with an unlikely savior who teaches him a new way of living.;"
"title: Osuofia in London;actors: Nkem Owoh, Mara Derwent, Francis Odega, Cynthia Okereke, Tom Njemanze, Romanus Amuta, Sabina Mole, Blessing Onolleka, Oluchi Agunwa, Chiwendu Onaga, Patricia Ezeani, Stephen Ahanonu;release_year: 2003;rating: TV-MA;description: A villager in Nigeria becomes the sole beneficiary of his late brother's estate in England, which, according to custom, includes his brother's fiancée.;"
